course_run_key,reporting_type,announcement
course-v1:IIMBx+AC101.1x+3T2015,mooc,11/17/15
course-v1:IIMBx+AC102x+2T2016,mooc,7/13/16
course-v1:IIMBx+AC103x+1T2017,mooc,9/20/16
course-v1:IIMBx+AC104x+1T2017,mooc,9/20/16
course-v1:IIMBx+EP101x+1T2017,mooc,9/20/16
course-v1:IIMBx+EP101x+2T2016,mooc,5/12/16
course-v1:IIMBx+ES101.1x+3T2015,mooc,8/12/15
course-v1:IIMBx+ES101x+2T2016,mooc,5/25/16
course-v1:IIMBx+FC101x+2T2017,mooc,9/20/16
course-v1:IIMBx+FC101x+3T2016,mooc,1/26/16
course-v1:IIMBx+FC201.1x+1T2016,mooc,12/10/15
course-v1:IIMBx+FC201.1x+2T2016,mooc,4/27/16
course-v1:IIMBx+FC201.2x+2T2016,mooc,4/29/16
course-v1:IIMBx+FC202x+1T2017,mooc,12/1/16
course-v1:IIMBx+FC250x+1T2016,mooc,3/17/16
course-v1:IIMBx+HR101x+1T2016,mooc,12/10/15
course-v1:IIMBx+HR101x+2T2016,mooc,6/6/16
course-v1:IIMBx+HR101x+3T2017,mooc,9/20/16
course-v1:IIMBx+HR102x+2T2017,mooc,9/20/16
course-v1:IIMBx+IM110x+1T2016,mooc,1/4/16
course-v1:IIMBx+IM110x+3T2016,mooc,8/26/16
course-v1:IIMBx+IS110x+1T2016,mooc,5/13/15
course-v1:IIMBx+IS110x+2T2016,mooc,10/22/15
course-v1:IIMBx+MK101x+3T2016,mooc,1/26/16
course-v1:IIMBx+MK102x+1T2017,mooc,9/20/16
course-v1:IIMBx+MK210x+1T2017,mooc,12/20/16
course-v1:IIMBx+OB102x+1T2017,mooc,12/28/16
course-v1:IIMBx+OM101.1x+1T2016,mooc,5/22/15
course-v1:IIMBx+OM101.1x+1T2017,mooc,9/20/16
course-v1:IIMBx+OM101.1x+2T2016,mooc,12/10/15
course-v1:IIMBx+QM101.1x+1T2016,mooc,5/18/15
course-v1:IIMBx+QM101.1x+3T2016,mooc,6/2/16
course-v1:IIMBx+QM101.2x+2T2016,mooc,5/18/15
course-v1:IIMBx+QM101.2x+3T2016,mooc,6/2/16
course-v1:IIMBx+QM901x+3T2015,mooc,10/13/15
course-v1:IIMBx+ST101x+3T2016,mooc,1/26/16
course-v1:IIMBx+ST101x+3T2017,mooc,9/20/16
course-v1:IIMBx+ST250x+3T2015,mooc,8/20/15
course-v1:IIMBx+ST250x+3T2016,mooc,8/31/16
course-v1:IIMBx+ST260x+1T2016,mooc,12/9/15
course-v1:IIMBx+ST260x+2T2016,mooc,6/28/16
course-v1:IITBombayX+CS101.1x+1T2016,mooc,2/2/16
course-v1:IITBombayX+CS101.1x+1T2017,mooc,1/25/17
course-v1:IITBombayX+CS101.1x+2T2016,mooc,7/5/16
course-v1:IITBombayX+CS101.1x+4T2015,mooc,5/13/15
course-v1:IITBombayX+CS101.2x+1T2016,mooc,2/2/16
course-v1:IITBombayX+CS101.2x+1T2017,mooc,1/25/17
course-v1:IITBombayX+CS101.2x+4T2015,mooc,9/1/15
course-v1:IITBombayX+CS213.1x+1T2016,mooc,2/2/16
course-v1:IITBombayX+CS213.1x+1T2017,mooc,1/25/17
course-v1:IITBombayX+CS213.2x+1T2016,mooc,2/2/16
course-v1:IITBombayX+CS213.2x+1T2017,mooc,1/25/17
course-v1:IITBombayX+CS213.3x+1T2016,mooc,2/2/16
course-v1:IITBombayX+CS213.3x+1T2017,mooc,1/25/17
course-v1:IITBombayX+EE210.1X+1T2016,mooc,6/2/15
course-v1:IITBombayX+EE210.1x+1T2017,mooc,10/25/16
course-v1:IITBombayX+EE210.1x+2T2016,mooc,3/10/16
course-v1:IITBombayX+EE210.2X+1T2016,mooc,6/2/15
course-v1:IITBombayX+EE210.2x+1T2017,mooc,10/25/16
course-v1:IITBombayX+EE210.2x+2T2016,mooc,3/10/16
course-v1:IITBombayX+ME209.1x+1T2016,mooc,7/22/15
course-v1:IITBombayX+ME209.1x+1T2017,mooc,11/1/16
course-v1:IMF+FMAx+1T2017,mooc,10/4/16
course-v1:IMF+FPP.1x+3T2016,mooc,4/13/16
course-v1:IMF+Sp_FPP.1x+1T2017,mooc,10/4/16
course-v1:IMF+Sp_FPP.1x+T12016,mooc,10/1/15
course-v1:IMFx+DSAx+1T2017,mooc,10/4/16
course-v1:IMFx+DSAx+2015_SPOC,mooc,
course-v1:IMFx+DSAx+2015_T3,mooc,4/13/15
course-v1:IMFx+DSLx+3T2016,mooc,10/4/16
course-v1:IMFx+ESRx+1T2017,mooc,10/4/16
course-v1:IMFx+ESRx+2015_T3,mooc,4/10/15
course-v1:IMFx+FPP.1x_2015+2015_T2,mooc,4/13/15
course-v1:IMFx+FPP.1x_2016+2T2016,mooc,4/4/16
course-v1:IMFx+FPP.1x_fr+2015T2,mooc,4/13/15
course-v1:IMFx+FPP.1x_fr+3T2016,mooc,3/17/16
course-v1:IMFx+FPP.2x+2T2016,mooc,4/7/16
course-v1:IMFx+MFx+1T2017,mooc,10/4/16
course-v1:IMFx+MFx+2015T2,mooc,
course-v1:IMFx+MFx+2015T3,mooc,8/26/15
course-v1:IMFx+MFx+3T2016,mooc,3/17/16
course-v1:ImperialBusinessX+ICBS001+3T2016,mooc,8/8/16
course-v1:ImperialBusinessX+ICBS002+3T2016,mooc,8/8/16
course-v1:ImperialBusinessX+ICBS003+3T2016,mooc,8/8/16
course-v1:ImperialBusinessX+ICBS004+3T2016,mooc,8/8/16
course-v1:IMTx+NET01x+1T2017,mooc,7/6/16
course-v1:IRTIx+IFB102x+3T2016,mooc,6/15/16
course-v1:IRTIx+IFB103x+1T2017,mooc,12/13/16
course-v1:IRTIx+IFB1x+1T2016,mooc,12/14/15
course-v1:IRTIx+IFB1x+1T2017,mooc,1/16/17
course-v1:IRTIx+IFCM101x+1T2016,mooc,12/14/15
course-v1:IRTIx+IFCM102x+3T2016,mooc,6/15/16
course-v1:IRTIx+IFCM103x+1T2017,mooc,12/13/16
course-v1:ITMOx+I2CPx+1T2017,mooc,12/13/16
course-v1:ITMOx+I2CPx+3T2016,mooc,5/6/16
course-v1:JaverianaX+Adh1.0x+2016_T1,mooc,12/9/15
course-v1:JaverianaX+ApnTra.1602x.05+3T2016,mooc,10/13/16
course-v1:JaverianaX+Con.1602x.01+3T2016,mooc,6/17/16
course-v1:JaverianaX+Eco.1602x.01+3T2016,mooc,7/29/16
course-v1:JaverianaX+EcoDig.1602x.06+3T2016,mooc,11/12/16
course-v1:JaverianaX+ESC1.0x+1T2017,mooc,12/7/16
course-v1:JaverianaX+GEN1.0x+1T2017,mooc,1/10/17
course-v1:JaverianaX+HacPac.1602x.09+3T2016,mooc,11/16/16
course-v1:JaverianaX+IMP1.0x+2T2016,mooc,6/10/16
course-v1:JaverianaX+IMP2.0x+1T2017,mooc,12/20/16
course-v1:JaverianaX+Ind.1603x.01+3T2016,mooc,6/17/16
course-v1:JaverianaX+INT1.0x+3T2016,mooc,10/20/16
course-v1:JaverianaX+INVM1.0x+1T2017,mooc,1/10/17
course-v1:JaverianaX+NEU2.0x+1T2017,mooc,1/23/17
course-v1:JaverianaX+Papasoc.1602x.07+3T2016,mooc,9/28/16
course-v1:JaverianaX+PUJ.A.1601x.2+2016_T1,mooc,12/10/15
course-v1:JaverianaX+PUJ.E.1601x.05+2016_T1,mooc,2/9/16
course-v1:JaverianaX+PUJ.E.1601x.06+2016_T1,mooc,2/9/16
course-v1:JaverianaX+PUJ.E.1601x.3+2016_T1,mooc,12/22/15
course-v1:JaverianaX+PUJ.I.1601x.1+2016_T1,mooc,11/25/15
course-v1:KIx+KIBEHMEDx+3T2016,mooc,9/26/16
course-v1:KIx+KIBEHMEDx+T1_2016,mooc,12/14/15
course-v1:KIx+KIeHealthX+3T2016,mooc,9/6/16
course-v1:KIx+KIeHealthX+T4_2015,mooc,11/18/15
course-v1:KIx+KIexploRx+2015T3,mooc,6/1/15
course-v1:KIx+KIPractihx+3T2016,mooc,9/1/16
course-v1:KIx+KIPractihx+T1_2016,mooc,12/15/15
course-v1:KIx+KIUrologyx+2015_T3,mooc,3/9/15
course-v1:KTHx+ID2203.1x+2016T3,mooc,6/10/16
course-v1:KTHx+ID2203.2x+2016T4,mooc,6/10/16
course-v1:KTHx+SD2905.1x+1T2017,mooc,12/14/16
course-v1:KTHx+SD2905.1x+2016_T2,mooc,1/21/16
course-v1:KULeuvenX+DAHx+3T2016,mooc,9/6/16
course-v1:KULeuvenX+ePSYx+3T2015,mooc,4/1/15
course-v1:KULeuvenX+ePSYx+3T2016,mooc,6/6/16
course-v1:KULeuvenX+EUHURIx+2T2016,mooc,5/3/16
course-v1:KULeuvenX+EUHURIx+3T2015,mooc,8/18/15
course-v1:KULeuvenX+EurospaceX+3T2016,mooc,8/8/16
course-v1:KULeuvenX+EWBCx+3T2016,mooc,6/28/16
course-v1:KULeuvenX+GRAPHx+1T2017,mooc,11/22/16
course-v1:KULeuvenX+GRAPHx+3T2015,mooc,7/9/15
course-v1:KULeuvenX+UMLx+1T2017,mooc,12/22/16
course-v1:KyotoUx+000x+2T2016,mooc,7/7/15
course-v1:KyotoUx+001x+1T2016,mooc,1/28/16
course-v1:KyotoUx+001x+2T2015,mooc,2/17/15
course-v1:KyotoUx+002x+1T2016,mooc,11/23/15
course-v1:KyotoUx+002x+3T2016,mooc,6/8/16
course-v1:KyotoUx+003x+1T2017,mooc,8/30/16
course-v1:KyotoUx+003x+2T2016,mooc,9/10/15
course-v1:KyotoUx+004x+1T2016,mooc,10/28/15
course-v1:KyotoUx+004x+2T2016,mooc,3/11/16
course-v1:KyotoUx+005x+1T2016,mooc,12/28/15
course-v1:KyotoUx+005x+2T2016,mooc,4/6/16
course-v1:KyotoUx+006.2x+1T2017,mooc,11/7/16
course-v1:KyotoUx+007x+3T2016,mooc,8/17/16
course-v1:KyotoX+006x+1T2016,mooc,2/18/16
course-v1:LinuxFoundationX+LFS101x.2+1T2015,mooc,10/31/14
course-v1:LinuxFoundationX+LFS101x+1T2016,mooc,3/15/16
course-v1:LinuxFoundationX+LFS151.x+2T2016,mooc,3/16/16
course-v1:LinuxFoundationX+LFS152x+3T2016,mooc,9/14/16
course-v1:LinuxFoundationX+LFS161x+2T2016,mooc,10/26/16
course-v1:LinuxFoundationX+LFS201x+2T2015,mooc,6/3/15
course-v1:LouvainX+Louv1.1x+3T2015,mooc,5/5/15
course-v1:LouvainX+Louv1.1x+3T2016,mooc,4/21/16
course-v1:LouvainX+Louv1.2x+3T2016,mooc,4/21/16
course-v1:LouvainX+Louv1.2x+4T2015,mooc,5/13/15
course-v1:LouvainX+Louv10x+1T2016,mooc,12/29/15
course-v1:LouvainX+Louv10x+1T2017,mooc,9/20/16
course-v1:LouvainX+Louv10x+3T2015,mooc,3/25/15
course-v1:LouvainX+Louv10x+3T2016,mooc,5/11/16
course-v1:LouvainX+Louv11x+2T2015,mooc,2/27/15
course-v1:LouvainX+Louv11x+3T2016,mooc,4/8/16
course-v1:LouvainX+Louv11x+4T2015,mooc,6/17/15
course-v1:LouvainX+Louv12x+1T2017,mooc,11/28/16
course-v1:LouvainX+Louv12x+2T2016,mooc,5/3/16
course-v1:LouvainX+Louv12x+2T2017,mooc,9/20/16
course-v1:LouvainX+Louv12x+4T2015,mooc,12/28/15
course-v1:LouvainX+Louv13x+1T2017,mooc,12/22/16
course-v1:LouvainX+Louv14x+1T2017,mooc,9/20/16
course-v1:LouvainX+Louv16x+1T2017,mooc,9/20/16
course-v1:LouvainX+Louv17x+3T2016,mooc,5/27/16
course-v1:LouvainX+Louv18x+3T2016,mooc,8/18/16
course-v1:LouvainX+Louv19x+3T2016,mooc,6/9/16
course-v1:LouvainX+Louv20x+3T2017,mooc,9/20/16
course-v1:LouvainX+Louv2x+1T2016,mooc,9/23/15
course-v1:LouvainX+Louv2x+1T2017,mooc,9/20/16
course-v1:LouvainX+Louv2x+2T2016,mooc,4/8/16
course-v1:LouvainX+Louv3x+1T2016,mooc,11/19/15
course-v1:LouvainX+Louv3x+1T2017,mooc,12/9/16
course-v1:LouvainX+Louv3x+2T2016,mooc,5/11/16
course-v1:LouvainX+Louv3x+3T2015,mooc,6/5/15
course-v1:LouvainX+Louv4x+1T2016,mooc,9/23/15
course-v1:LouvainX+Louv4x+1T2017,mooc,8/26/16
course-v1:LouvainX+Louv5x+1T2017,mooc,9/20/16
course-v1:LouvainX+Louv5x+3T2015,mooc,6/29/15
course-v1:LouvainX+Louv5x+3T2016,mooc,4/21/16
course-v1:LouvainX+Louv6x+3T2016,mooc,4/8/16
course-v1:LouvainX+Louv6x+4T2015,mooc,6/9/15
course-v1:LouvainX+Louv7x+1T2017,mooc,9/20/16
course-v1:LouvainX+Louv7x+3T2016,mooc,2/16/16
course-v1:LouvainX+Louv7x+4T2015,mooc,1/15/15
course-v1:LouvainX+Louv8x+1T2016,mooc,9/23/15
course-v1:LouvainX+Louv8x+1T2016_E,mooc,12/28/15
course-v1:LouvainX+Louv8x+1T2017,mooc,11/23/16
course-v1:LouvainX+Louv8x+2T2016_E,mooc,6/7/16
course-v1:LouvainX+Louv9x+1T2016,mooc,9/16/15
course-v1:LouvainX+Louv9x+1T2017,mooc,12/19/16
course-v1:LouvainX+Louv9x+2T2016,mooc,7/1/16
course-v1:MandarinX+MX101x+2T2015,mooc,4/23/15
course-v1:MandarinX+MX101x+2T2016,mooc,3/2/16
course-v1:MandarinX+MX101x+3T2015,mooc,8/28/15
course-v1:MandarinX+MX102x+2T2016,mooc,4/7/16
course-v1:MandarinX+MX102x+3T2016,mooc,11/6/15
course-v1:MandarinX+MX103x+3T2016,mooc,11/28/16
course-v1:MandarinX+MX801x+2T2016,mooc,6/21/16
course-v1:McGillX+ATOC185x+1T2016,mooc,12/9/15
course-v1:McGillX+Body101x+1T2016,mooc,12/9/15
course-v1:McGillX+Body101x+1T2017,mooc,10/26/16
course-v1:McGillX+CHEM181x_3+3T2015,mooc,7/24/15
course-v1:McGillX+CHEM181x_3+3T2016,mooc,6/21/16
course-v1:McGillX+GROOCx+T3_2015,mooc,7/24/15
course-v1:MEPhIx+MEPHI001x+2T2016,mooc,4/22/16
course-v1:MEPhIx+MEPHI002x+2T2016,mooc,6/15/16
course-v1:MEPhIx+MEPHI003x+2T2016,mooc,4/26/16
course-v1:MEPhIx+MEPHI004x+1T2017,mooc,12/29/16
course-v1:MEPhIx+MEPHI005x+1T2017,mooc,12/29/16
course-v1:MexicoX+ACF.0903.1x+3T2015,mooc,8/12/15
course-v1:MexicoX+CMLT1x+3T2015,mooc,7/27/15
course-v1:MexicoX+Colef01.1x+3T2015,mooc,9/2/15
course-v1:MexicoX+ETV.001x+3T2015,mooc,7/24/15
course-v1:MexicoX+G01x+3T2015,mooc,8/3/15
course-v1:MexicoX+IIIDRn101x+2015_T3,mooc,9/30/15
course-v1:MexicoX+SDSJ01x+3T2015,mooc,7/27/15
course-v1:MexicoX+UPEVIPN01x+T32015,mooc,8/20/15
course-v1:MexicoX+UPEVIPN02x+T2015,mooc,8/11/15
course-v1:MexicoX+UPEVIPN03x+T32015,mooc,8/12/15
course-v1:MexicoX+UPN001x+3T2015,mooc,8/6/15
course-v1:MexicoX+UPN002x+3T2015,mooc,8/11/15
course-v1:MichiganX+ANATOMY403.1x+1T2017,mooc,9/1/16
course-v1:MichiganX+ANATOMY403.2x+1T2017,mooc,9/1/16
course-v1:MichiganX+ANATOMY403.3x+1T2017,mooc,9/1/16
course-v1:MichiganX+ANATOMY403.4x+1T2017,mooc,9/1/16
course-v1:MichiganX+ArtsAdminX+3T2016,mooc,12/13/16
course-v1:MichiganX+DS101x+1T2017,mooc,12/5/16
course-v1:MichiganX+DS101x+2T2016,mooc,10/27/15
course-v1:MichiganX+DS101x+3T2016,mooc,7/19/16
course-v1:MichiganX+FIN101x_002s+2T2016,mooc,6/9/16
course-v1:MichiganX+FIN101x+1T2016,mooc,10/2/15
course-v1:MichiganX+FIN401x+3T2016,mooc,5/2/16
course-v1:MichiganX+FIN402x+3T2016,mooc,5/2/16
course-v1:MichiganX+FIN403x+1T2017,mooc,5/2/16
course-v1:MichiganX+FIN404x+1T2017,mooc,5/2/16
course-v1:MichiganX+GL101x+1T2017,mooc,10/7/16
course-v1:MichiganX+LeadEd501x+1T2017,mooc,9/20/16
course-v1:MichiganX+LeadEd502x+1T2017,mooc,9/20/16
course-v1:MichiganX+LeadEd503x+1T2017,mooc,9/20/16
course-v1:MichiganX+LeadEd504x+1T2017,mooc,9/20/16
course-v1:MichiganX+LeadEd505x+1T2017,mooc,9/20/16
course-v1:MichiganX+PLAx+2T2016,mooc,2/29/16
course-v1:MichiganX+PLAx+3T2016,mooc,8/31/16
course-v1:MichiganX+SW101x+2T2016,mooc,2/29/16
course-v1:MichiganX+SW504x+1T2017,mooc,9/20/16
course-v1:MichiganX+SW521x+1T2017,mooc,9/20/16
course-v1:MichiganX+SW522x+1T2017,mooc,9/20/16
course-v1:MichiganX+SW530x+2T2017,mooc,9/20/16
course-v1:MichiganX+SW560x+2T2017,mooc,9/20/16
course-v1:MichiganX+UX2+3T2016,mooc,5/2/16
course-v1:MichiganX+UX3+3T2016,mooc,5/2/16
course-v1:MichiganX+UX4+3T2016,mooc,5/2/16
course-v1:MichiganX+UX501x+3T2016,mooc,9/20/16
course-v1:MichiganX+UX504x+1T2017,mooc,9/20/16
course-v1:MichiganX+UX509x+2T2017,mooc,9/20/16
course-v1:MichiganX+UXD1+3T2016,mooc,5/2/16
course-v1:MichiganX+UXD5+1T2017,mooc,5/2/16
course-v1:MichiganX+UXD6+1T2017,mooc,5/2/16
course-v1:MichiganX+UXDC+1T2017,mooc,5/2/16
course-v1:MichiganX+UXR1+3T2016,mooc,5/2/16
course-v1:MichiganX+UXR5+1T2017,mooc,5/2/16
course-v1:MichiganX+UXR6+1T2017,mooc,5/2/16
course-v1:MichiganX+UXRC+1T2017,mooc,5/2/16
course-v1:Microsoft+205x+1T2016,mooc,7/9/15
course-v1:Microsoft+AZURE201x+3T2016,mooc,9/8/16
course-v1:Microsoft+AZURE202x+3T2016,mooc,9/8/16
course-v1:Microsoft+AZURE203x+3T2016,mooc,9/21/16
course-v1:Microsoft+AZURE204x+3T2016,mooc,9/21/16
course-v1:Microsoft+AZURE205x+3T2016,mooc,9/27/16
course-v1:Microsoft+CLD1003x+1T2016,mooc,8/7/15
course-v1:Microsoft+CLD201x+2015_T2,mooc,3/10/15
course-v1:Microsoft+CLD201x+2015_T4,mooc,5/22/15
course-v1:Microsoft+CLD202x+1T2016,mooc,7/24/15
course-v1:Microsoft+CLD202x+2T2016,mooc,7/1/16
course-v1:Microsoft+CLD203x+1T2016,mooc,8/7/15
course-v1:Microsoft+CLD204x+1T2016,mooc,9/3/15
course-v1:Microsoft+CLD205x+2T2016,mooc,11/13/15
course-v1:Microsoft+CLD205x+3T2016,mooc,3/17/16
course-v1:Microsoft+CLD206+3T2015,mooc,1/26/16
course-v1:Microsoft+CLD208.1x+1T2016,mooc,4/25/16
course-v1:Microsoft+CLD208.1x+1T2017,mooc,12/28/16
course-v1:Microsoft+CLD208.2x+1T2016,mooc,4/25/16
course-v1:Microsoft+CLD208.2x+1T2017,mooc,12/28/16
course-v1:Microsoft+CLD208.3x+1T2016,mooc,4/25/16
course-v1:Microsoft+CLD208.3x+1T2017,mooc,12/28/16
course-v1:Microsoft+CLD208.4x+1T2016,mooc,4/25/16
course-v1:Microsoft+CLD208.4x+1T2017,mooc,12/28/16
course-v1:Microsoft+CLD209.1x+1T2017,mooc,12/28/16
course-v1:Microsoft+CLD209.1x+2T2016,mooc,4/25/16
course-v1:Microsoft+CLD209.2x+1T2017,mooc,12/28/16
course-v1:Microsoft+CLD209.2x+2T2016,mooc,4/25/16
course-v1:Microsoft+CLD211.1x+1T2017,mooc,1/17/17
course-v1:Microsoft+CLD211.1x+3T2016,mooc,8/17/16
course-v1:Microsoft+CLD211.2x+1T2017,mooc,1/16/17
course-v1:Microsoft+CLD211.2x+3T2016,mooc,8/17/16
course-v1:Microsoft+CLD211.3x+1T2017,mooc,1/17/17
course-v1:Microsoft+CLD211.3x+3T2016,mooc,8/17/16
course-v1:Microsoft+CLD211.4x+1T2017,mooc,1/17/17
course-v1:Microsoft+CLD211.4x+3T2016,mooc,8/17/16
course-v1:Microsoft+CLD211.5x+1T2017,mooc,1/17/17
course-v1:Microsoft+CLD211.5x+3T2016,mooc,8/17/16
course-v1:Microsoft+CLD213x+1T2017,mooc,1/24/17
course-v1:Microsoft+CLD213x+2T2016,mooc,7/6/16
course-v1:Microsoft+CLD214x+2T2016,mooc,4/21/16
course-v1:Microsoft+CLD215x+1T2017,mooc,1/24/17
course-v1:Microsoft+CLD215x+2T2016,mooc,7/7/16
course-v1:Microsoft+CLD216x+3T2016,mooc,10/21/16
course-v1:Microsoft+CLD220x+3T2016,mooc,10/28/16
course-v1:Microsoft+CLD221x+3T2016,mooc,10/28/16
course-v1:Microsoft+CLD222x+3T2016,mooc,10/28/16
course-v1:Microsoft+CLD223x+3T2016,mooc,10/28/16
course-v1:Microsoft+CLD228x+3T2016,mooc,11/30/16
course-v1:Microsoft+CLOUD200x+3T2016,mooc,8/30/16
course-v1:Microsoft+DAT101x+1T2017,mooc,12/16/16
course-v1:Microsoft+DAT101x+4T2016,mooc,5/13/16
course-v1:Microsoft+DAT101x+5T2016,mooc,6/28/16
course-v1:Microsoft+DAT102x+1T2017,mooc,12/5/16
course-v1:Microsoft+DAT102x+4T2016,mooc,5/16/16
course-v1:Microsoft+DAT102x+5T2016,mooc,8/23/16
course-v1:Microsoft+DAT201x+1T2016,mooc,3/9/16
course-v1:Microsoft+DAT201x+1T2017,mooc,12/16/16
course-v1:Microsoft+DAT201x+2015_T2,mooc,3/10/15
course-v1:Microsoft+DAT201x+2015_T4,mooc,5/22/15
course-v1:Microsoft+DAT201x+4T2016,mooc,5/16/16
course-v1:Microsoft+DAT201x+5T2016,mooc,6/16/16
course-v1:Microsoft+DAT201x+6T2016,mooc,8/12/16
course-v1:Microsoft+DAT202.1x+1T2016,mooc,7/20/15
course-v1:Microsoft+DAT202.1x+1T2017,mooc,12/16/16
course-v1:Microsoft+DAT202.1x+2T2016,mooc,3/10/16
course-v1:Microsoft+DAT202.1x+3T2015,mooc,12/22/15
course-v1:Microsoft+DAT202.2x+1T2016,mooc,2/5/16
course-v1:Microsoft+DAT202.2x+1T2017,mooc,12/16/16
course-v1:Microsoft+DAT202.2x+2T2016,mooc,8/28/15
course-v1:Microsoft+DAT202.2x+3T2016,mooc,4/13/16
course-v1:Microsoft+DAT202.2x+4T2016,mooc,8/23/16
course-v1:Microsoft+DAT202.3x+1T2016,mooc,8/28/15
course-v1:Microsoft+DAT202.3x+1T2017,mooc,12/16/16
course-v1:Microsoft+DAT202.3x+4T2016,mooc,5/16/16
course-v1:Microsoft+DAT202.3x+5T2016,mooc,8/12/16
course-v1:Microsoft+DAT203.1x+1T2017,mooc,12/16/16
course-v1:Microsoft+DAT203.1x+4T2016,mooc,5/16/16
course-v1:Microsoft+DAT203.1x+5T2016,mooc,7/25/16
course-v1:Microsoft+DAT203.1x+6T2016,mooc,9/8/16
course-v1:Microsoft+DAT203.2x+1T2017,mooc,12/16/16
course-v1:Microsoft+DAT203.2x+4T2016,mooc,5/16/16
course-v1:Microsoft+DAT203.2x+5T2016,mooc,7/29/16
course-v1:Microsoft+DAT203.2x+6T2016,mooc,9/16/16
course-v1:Microsoft+DAT203.3x+1T2017,mooc,12/16/16
course-v1:Microsoft+DAT203.3x+5T2016,mooc,5/24/16
course-v1:Microsoft+DAT203x+1T2016,mooc,7/27/15
course-v1:Microsoft+DAT203x+3T2015,mooc,11/13/15
course-v1:Microsoft+DAT204x+1T2016,mooc,7/23/15
course-v1:Microsoft+DAT204x+1T2017,mooc,12/16/16
course-v1:Microsoft+DAT204x+3T2015,mooc,9/2/15
course-v1:Microsoft+DAT204x+3T2016,mooc,2/29/16
course-v1:Microsoft+DAT204x+4T2016,mooc,5/24/16
course-v1:Microsoft+DAT204x+5T2016,mooc,7/18/16
course-v1:Microsoft+DAT204x+6T2016,mooc,9/2/16
course-v1:Microsoft+DAT205x+2T2016,mooc,6/3/16
course-v1:Microsoft+DAT205x+3T2016,mooc,7/26/16
course-v1:Microsoft+DAT206x+1T2016,mooc,2/26/16
course-v1:Microsoft+DAT206x+1T2017,mooc,12/16/16
course-v1:Microsoft+DAT206x+2T2016,mooc,9/14/15
course-v1:Microsoft+DAT206x+3T2015,mooc,11/9/15
course-v1:Microsoft+DAT206x+4T2016,mooc,5/16/16
course-v1:Microsoft+DAT206x+5T2016,mooc,7/7/16
course-v1:Microsoft+DAT206x+6T2016,mooc,8/23/16
course-v1:Microsoft+DAT207x+1T2016,mooc,12/22/15
course-v1:Microsoft+DAT207x+1T2017,mooc,12/16/16
course-v1:Microsoft+DAT207x+3T2015,mooc,11/16/15
course-v1:Microsoft+DAT207x+4T2016,mooc,5/16/16
course-v1:Microsoft+DAT207x+5T2016,mooc,7/7/16
course-v1:Microsoft+DAT207x+6T2016,mooc,8/23/16
course-v1:Microsoft+DAT208x+1T2016,mooc,12/16/15
course-v1:Microsoft+DAT208x+1T2017,mooc,12/16/16
course-v1:Microsoft+DAT208x+2T2016,mooc,3/1/16
course-v1:Microsoft+DAT208x+4T2016,mooc,5/24/16
course-v1:Microsoft+DAT208x+5T2016,mooc,7/18/16
course-v1:Microsoft+DAT208x+6T2016,mooc,9/2/16
course-v1:Microsoft+DAT209x+1T2016,mooc,3/28/16
course-v1:Microsoft+DAT209x+1T2017,mooc,12/16/16
course-v1:Microsoft+DAT209x+4T2016,mooc,5/24/16
course-v1:Microsoft+DAT209x+5T2016,mooc,8/8/16
course-v1:Microsoft+DAT210x+1T2017,mooc,12/16/16
course-v1:Microsoft+DAT210x+4T2016,mooc,5/19/16
course-v1:Microsoft+DAT210x+5T2016,mooc,8/5/16
course-v1:Microsoft+DAT210x+6T2016,mooc,9/26/16
course-v1:Microsoft+DAT211x+1T2017,mooc,12/16/16
course-v1:Microsoft+DAT211x+4T2016,mooc,5/31/16
course-v1:Microsoft+DAT211x+5T2016,mooc,5/20/16
course-v1:Microsoft+DAT212x+1T2017,mooc,1/11/17
course-v1:Microsoft+DAT212x+2T2016,mooc,6/7/16
course-v1:Microsoft+DAT212x+3T2016,mooc,9/6/16
course-v1:Microsoft+DAT213x+3T2016,mooc,10/28/16
course-v1:Microsoft+DAT214x+3T2016,mooc,11/9/16
course-v1:Microsoft+DAT215.1x+3T2016,mooc,10/13/16
course-v1:Microsoft+DAT215.2x+3T2016,mooc,10/13/16
course-v1:Microsoft+DAT215.3x+3T2016,mooc,10/13/16
course-v1:Microsoft+DAT215.4x+3T2016,mooc,10/13/16
course-v1:Microsoft+DAT215.5x+3T2017,mooc,10/13/16
course-v1:Microsoft+DAT216x+1T2017,mooc,1/11/17
course-v1:Microsoft+DAT216x+2T2016,mooc,6/28/16
course-v1:Microsoft+DAT216x+3T2016,mooc,9/6/16
course-v1:Microsoft+DAT217x+1T2017,mooc,12/12/16
course-v1:Microsoft+DAT217x+2T2016,mooc,6/23/16
course-v1:Microsoft+DAT217x+3T2016,mooc,9/21/16
course-v1:Microsoft+DAT218x+3T2016,mooc,11/4/16
course-v1:Microsoft+DAT223.1x+1T2017,mooc,12/22/16
course-v1:Microsoft+DAT223.2x+1T2017,mooc,12/22/16
course-v1:Microsoft+DAT223.3x+1T2017,mooc,12/22/16
course-v1:Microsoft+DEV201x+1T2016,mooc,3/17/16
course-v1:Microsoft+DEV201x+2015_T2,mooc,3/10/15
course-v1:Microsoft+DEV201x+2015_T4,mooc,5/22/15
course-v1:Microsoft+DEV202.1x+2015_T4,mooc,5/22/15
