course_run_key,reporting_type,announcement
course-v1:SmithX+PSY374x+1T2016,mooc,10/27/15
course-v1:SmithX+PSY374x+1T2017,mooc,12/19/16
course-v1:SmithX+PSY374x+3T2016,mooc,6/30/16
course-v1:SNUx+SNU044.088.1x+1T2016,mooc,2/1/16
course-v1:SNUx+SNU044.088.2x+3T2016,mooc,9/28/16
course-v1:SNUx+SNU216B.226.1x+2T2016,mooc,6/27/16
course-v1:SNUx+SNU216B.226.2x+3T2015,mooc,9/25/15
course-v1:SNUx+SNUM1409.000300.1x+2T2016,mooc,6/15/16
course-v1:SNUx+SNUM1409.000300.2x+3T2016,mooc,9/28/16
course-v1:SorbonneX+EG001x+T2_2016,mooc,4/4/16
course-v1:SorbonneX+LF001.1x+1T2017,mooc,1/27/17
course-v1:SorbonneX+LF001.1x+3T2015,mooc,8/31/15
course-v1:SorbonneX+LF001.2x+1T2017,mooc,1/27/17
course-v1:SorbonneX+LF001.2x+T1_2016,mooc,1/20/16
course-v1:SorbonneX+LL001x+2016_T3,mooc,9/23/16
course-v1:TBRx+EngCompX+2T2016,mooc,5/19/16
course-v1:TBRx+STATx+2T2016,mooc,5/11/16
course-v1:TeachersCollegeX+BDE1x+2T2015,mooc,5/26/15
course-v1:TeachersCollegeX+EDSCI1x+3T2016,mooc,1/19/16
course-v1:TeachForAmericaX+HSMATH2.1x+3T2016,mooc,8/17/16
course-v1:TenarisUniversityX+CNC.ETRRx_2+2T2015,mooc,3/19/15
course-v1:TenarisUniversityX+CNC.ETRRx_3+2T2016,mooc,5/2/16
course-v1:TenarisUniversityX+CNC.ETRRx_3+3T2015,mooc,8/10/15
course-v1:TenarisUniversityX+PIPE01x+2T2015,mooc,6/17/15
course-v1:TenarisUniversityX+PIPE02x+3T2015,mooc,7/29/15
course-v1:TenarisUniversityX+STEEL101x_1+2T2016,mooc,4/18/16
course-v1:TenarisUniversityX+STEEL101x_1+3T2015,mooc,8/6/15
course-v1:TenarisUniversityX+STEEL101x+2T2015,mooc,3/20/15
course-v1:TokyoTechX+ARCH101x+2T2016,mooc,8/19/15
course-v1:TokyoTechX+GeoS101x+2016_T1,mooc,6/24/15
course-v1:TokyoTechX+GeoS101x+2T2016,mooc,10/24/16
course-v1:TrinityX+T0003x+1T2016,mooc,12/1/15
course-v1:TrinityX+T001+3T2015,mooc,5/13/15
course-v1:TrinityX+T002x+3T2015,mooc,5/13/15
course-v1:TrinityX+T004x+2016_T1,mooc,12/18/15
course-v1:TrinityX+T005x+1T2017,mooc,1/5/17
course-v1:TrinityX+T007x+1T2017,mooc,12/22/16
course-v1:TrinityX+T009x+1T2017,mooc,12/22/16
course-v1:TsinghuaX+00460032x+3T2015,mooc,10/20/15
course-v1:TsinghuaX+00460032x+3T2016,mooc,11/24/16
course-v1:TsinghuaX+00612642x+1T2015,mooc,3/9/15
course-v1:TsinghuaX+00612642x+1T2016,mooc,1/21/16
course-v1:TsinghuaX+00612642x+1T2017,mooc,1/17/17
course-v1:TsinghuaX+00612642x+3T2015,mooc,7/23/15
course-v1:TsinghuaX+00612642x+3T2016,mooc,7/29/16
course-v1:TsinghuaX+00690242.1x+1T2017,mooc,1/17/17
course-v1:TsinghuaX+00690242.1x+3T2015,mooc,8/19/15
course-v1:TsinghuaX+00690242.2x+1T2017,mooc,1/17/17
course-v1:TsinghuaX+00690242.2x+3T2015,mooc,8/19/15
course-v1:TsinghuaX+00690242.3x+1T2017,mooc,1/17/17
course-v1:TsinghuaX+00690242.3x+3T2015,mooc,8/19/15
course-v1:TsinghuaX+00691153.x+1T2015,mooc,1/22/15
course-v1:TsinghuaX+10610224x+1T2016,mooc,12/28/15
course-v1:TsinghuaX+10610224x+3T2015,mooc,4/23/15
course-v1:TsinghuaX+10610224x+3T2016,mooc,7/13/16
course-v1:TsinghuaX+20220214x+1T2016,mooc,1/11/16
course-v1:TsinghuaX+20220214x+1T2017,mooc,1/17/17
course-v1:TsinghuaX+20220214x+2015_T3,mooc,7/28/15
course-v1:TsinghuaX+20220214x+3T2016,mooc,7/13/16
course-v1:TsinghuaX+30240184.1x+1T2016,mooc,1/26/16
course-v1:TsinghuaX+30240184.1x+1T2017,mooc,1/20/17
course-v1:TsinghuaX+30240184.1x+3T2016,mooc,8/26/16
course-v1:TsinghuaX+30240184.2x+1T2016,mooc,1/21/16
course-v1:TsinghuaX+30240184.2x+1T2017,mooc,1/20/17
course-v1:TsinghuaX+30240184.2x+3T2016,mooc,8/26/16
course-v1:TsinghuaX+30240184x+3T2015,mooc,7/28/15
course-v1:TsinghuaX+30640014x+1T2016,mooc,2/25/16
course-v1:TsinghuaX+30640014x+2T2015,mooc,3/10/15
course-v1:TsinghuaX+30640014x+3T2015,mooc,7/23/15
course-v1:TsinghuaX+30700313x+1T2017,mooc,1/3/17
course-v1:TsinghuaX+30700313x+3T2015,mooc,8/11/15
course-v1:TsinghuaX+40040152X+1T2016,mooc,1/20/16
course-v1:TsinghuaX+40040152X+1T2017,mooc,1/23/17
course-v1:TsinghuaX+40040152X+3T2015,mooc,8/13/15
course-v1:TsinghuaX+40040152X+3T2016,mooc,7/29/16
course-v1:TsinghuaX+40050455.2x+1T2016,mooc,1/19/16
course-v1:TsinghuaX+40050455x+1T2016,mooc,12/28/15
course-v1:TsinghuaX+40050455x+3T2015,mooc,9/9/15
course-v1:TsinghuaX+60240013x+1T2016,mooc,12/28/15
course-v1:TsinghuaX+60240013x+1T2017,mooc,1/20/17
course-v1:TsinghuaX+60240013x+3T2015,mooc,9/17/15
course-v1:TsinghuaX+60240013x+3T2016,mooc,7/13/16
course-v1:TsinghuaX+70120073x+1T2016,mooc,1/20/16
course-v1:TsinghuaX+70120073x+3T2015,mooc,8/18/15
course-v1:TsinghuaX+70120073x+3T2016,mooc,7/22/16
course-v1:TsinghuaX+70167012x+3T2015,mooc,7/30/15
course-v1:TsinghuaX+70167012x+3T2016,mooc,7/13/16
course-v1:TsinghuaX+70240183x+1T2017,mooc,1/17/17
course-v1:TsinghuaX+70240183x+3T2015,mooc,1/5/16
course-v1:TsinghuaX+70240183x+3T2016,mooc,7/13/16
course-v1:TsinghuaX+80512073x+1T2016,mooc,1/27/16
course-v1:TsinghuaX+80512073x+2015T3,mooc,8/10/15
course-v1:TsinghuaX+HYD1.1x+3T2015,mooc,9/30/15
course-v1:TsinghuaX+THU00022X+1T2017,mooc,1/3/17
course-v1:TsinghuaX+THU00022X+3T2015,mooc,5/27/15
course-v1:TsinghuaX+THU00022X+3T2016,mooc,11/4/15
course-v1:TsinghuaX+TM01x+1T2016,mooc,12/10/15
course-v1:TsinghuaX+TM01x+2T2016,mooc,4/19/16
course-v1:TsinghuaX+UPhys3x+1T2017,mooc,1/3/17
course-v1:TsinghuaX+UPhys3x+3T2015,mooc,11/6/15
course-v1:TsinghuaX+ZG001x+1T2017,mooc,1/24/17
course-v1:TsinghuaX+ZG001x+3T2016,mooc,8/5/16
course-v1:TUMx+AUTONAVx+2T2015,mooc,4/23/15
course-v1:TUMx+MATLABx+2T2016,mooc,6/6/16
course-v1:TUMx+QEMx+2T2015,mooc,2/18/15
course-v1:TUMx+QEMx+2T2016,mooc,12/11/15
course-v1:UAMx+Android301x+2T2016,mooc,6/1/16
course-v1:UAMx+Android301x+3T2015,mooc,7/10/15
course-v1:UAMx+Android301x+3T2016,mooc,9/6/16
course-v1:UAMx+Equidad801x+1T2016,mooc,7/20/15
course-v1:UAMx+Equidad801x+3T2016,mooc,6/22/16
course-v1:UAMx+Idealismo501x+1T2016,mooc,7/13/15
course-v1:UAMx+Idealismo501x+3T2016,mooc,6/22/16
course-v1:UAMx+Quijote501x+3T2015,mooc,7/10/15
course-v1:UAMx+Quijote501x+3T2016,mooc,6/22/16
course-v1:UAMx+QuiOrg101x+2016_T1,mooc,12/22/15
course-v1:UAMx+QuiOrg101x+2T2016,mooc,6/1/16
course-v1:UAMx+QuiOrg101x+3T2015,mooc,7/13/15
course-v1:UAMx+Renal701x+1T2016,mooc,7/20/15
course-v1:UAMx+Renal701x+3T2016,mooc,6/21/16
course-v1:UAMx+SegAlim201x+1T2016,mooc,7/13/15
course-v1:UAMx+SegAlim201x+3T2016,mooc,6/22/16
course-v1:UAMx+TxEtj201x+3T2015,mooc,7/23/15
course-v1:UAMx+TxEtj201x+3T2016,mooc,6/22/16
course-v1:UBCx+Biobank1x+1T2017,mooc,11/14/16
course-v1:UBCx+China300.1x+1T2016,mooc,12/30/15
course-v1:UBCx+China300.1x+3T2015,mooc,6/12/15
course-v1:UBCx+China300.1x+3T2016,mooc,8/3/16
course-v1:UBCx+China300.2x+1T2016,mooc,12/30/15
course-v1:UBCx+China300.2x+3T2015,mooc,6/12/15
course-v1:UBCx+China300.2x+3T2016,mooc,8/3/16
course-v1:UBCx+Climate101x+3T2015,mooc,7/30/15
course-v1:UBCx+Climate1x+1T2016,mooc,12/9/15
course-v1:UBCx+Climate1x+2T2016,mooc,4/6/16
course-v1:UBCx+Climate1x+3T2016,mooc,9/12/16
course-v1:UBCx+CW1.1x+1T2016,mooc,7/24/15
course-v1:UBCx+CW1.1x+1T2017,mooc,11/17/16
course-v1:UBCx+CW1.1x+3T2016,mooc,7/13/16
course-v1:UBCx+CW1.2x+1T2016,mooc,7/24/15
course-v1:UBCx+CW1.2x+1T2017,mooc,1/20/17
course-v1:UBCx+CW1.2x+3T2016,mooc,7/20/16
course-v1:UBCx+FamBiz1x+1T2017,mooc,12/28/16
course-v1:UBCx+IndEdu200x+1T2017,mooc,11/28/16
course-v1:UBCx+IndEdu200x+3T2015,mooc,6/16/15
course-v1:UBCx+ITSx+1T2016,mooc,11/10/15
course-v1:UBCx+ITSx+1T2017,mooc,1/17/17
course-v1:UBCx+ITSx+2T2015,mooc,3/6/15
course-v1:UBCx+ITSx+3T2016,mooc,7/8/16
course-v1:UBCx+Marketing1x+3T2015,mooc,12/9/15
course-v1:UBCx+Marketing5501x+2T2015,mooc,2/27/15
course-v1:UBCx+Phot1x+1T2016,mooc,11/25/15
course-v1:UBCx+Phot1x+2T2015,mooc,4/30/15
course-v1:UBCx+Phot1x+3T2015,mooc,7/30/15
course-v1:UBCx+Phot1x+3T2016,mooc,10/6/16
course-v1:UBCx+PSYC.1x+3T2016,mooc,3/31/16
course-v1:UBCx+PSYC.2x+3T2016,mooc,3/31/16
course-v1:UBCx+PSYC.3x+3T2016,mooc,3/31/16
course-v1:UBCx+PSYC.4x+1T2017,mooc,3/31/16
course-v1:UBCx+PSYC.5x+1T2017,mooc,3/31/16
course-v1:UBCx+PSYC.6x+1T2017,mooc,3/31/16
course-v1:UBCx+ReligionX+1T2017,mooc,6/8/16
course-v1:UBCx+SPD1x+1T2016,mooc,8/3/15
course-v1:UBCx+SPD1x+2T2015,mooc,4/1/15
course-v1:UBCx+SPD1x+2T2016,mooc,2/4/16
course-v1:UBCx+SPD2x+2T2015,mooc,4/1/15
course-v1:UBCx+SPD2x+2T2016,mooc,2/4/16
course-v1:UBCx+SPD3x+2T2016,mooc,2/4/16
course-v1:UBCx+SPD3x+3T2015,mooc,3/31/15
course-v1:UBCx+UseGen.1x+1T2016,mooc,1/5/16
course-v1:UBCx+UseGen.1x+3T2015,mooc,7/10/15
course-v1:UBCx+UseGen.2x+1T2016,mooc,1/5/16
course-v1:UBCx+UseGen.2x+3T2015,mooc,7/10/15
course-v1:UBCx+Water201x_2+2T2015,mooc,2/27/15
course-v1:UC3Mx+BD.1x+1T2017,mooc,11/22/16
course-v1:UC3Mx+BIA.1x+1T2016,mooc,7/30/15
course-v1:UC3Mx+BIA.1x+1T2017,mooc,12/12/16
course-v1:UC3Mx+CEH.1-ENx+2T2015,mooc,6/8/15
course-v1:UC3Mx+CEH.1-ESx+2T2015,mooc,6/5/15
course-v1:UC3Mx+ECO.1x+1T2017,mooc,12/1/16
course-v1:UC3Mx+HGA.1x+2T2015,mooc,6/4/15
course-v1:UC3Mx+HGA.1x+3T2016,mooc,6/28/16
course-v1:UC3Mx+HGA.2.1x+1T2017,mooc,11/15/16
course-v1:UC3Mx+HGA.2x+2016_T2,mooc,4/14/16
course-v1:UC3Mx+IM.1x+1T2016,mooc,8/4/15
course-v1:UC3Mx+IM.1x+1T2017,mooc,1/24/17
course-v1:UC3Mx+INF.1x+1T2016,mooc,7/30/15
course-v1:UC3Mx+INF.2x+1T2017,mooc,11/29/16
course-v1:UC3Mx+ISA.1x+1T2016,mooc,7/24/15
course-v1:UC3Mx+IT.1.1x+3T2015,mooc,9/22/15
course-v1:UC3Mx+IT.1.1x+3T2016,mooc,7/28/16
course-v1:UC3Mx+IT.1.2x+2016T2,mooc,1/26/16
course-v1:UC3Mx+IT.1.2x+3T2016,mooc,7/28/16
course-v1:UC3Mx+IT.1.3x+1T2017,mooc,10/20/16
course-v1:UC3Mx+PCA.1x+2T2015,mooc,6/5/15
course-v1:UCSanDiegoX+LTM1x+3T2016,mooc,10/26/16
course-v1:UCSDx+CSE167x+2T2016,mooc,3/10/16
course-v1:UCSDx+CSE167x+3T2015,mooc,6/11/15
course-v1:UCSDx+CSE167x+4T2015,mooc,10/23/15
course-v1:University_of_TorontoX+BE101x_3+1T2016,mooc,3/3/16
course-v1:University_of_TorontoX+BE101x_3+3T2015,mooc,9/23/15
course-v1:University_of_TorontoX+D101x+1T2016,mooc,12/9/15
course-v1:University_of_TorontoX+HPT1x+1T2016,mooc,1/22/16
course-v1:University_of_TorontoX+HPT2x+1T2016,mooc,2/11/16
course-v1:University_of_TorontoX+HPT3x+2T2016,mooc,3/31/16
course-v1:University_of_TorontoX+INQ101x+2T2015,mooc,4/15/15
course-v1:University_of_TorontoX+INQ101x+3T2016,mooc,1/9/17
course-v1:UPMCx+LaMalAlz1+2T_2016,mooc,9/12/16
course-v1:UPV+IQ101.4x+2T2016,mooc,3/3/16
course-v1:UPValenciaX+AIP201x+2T2016,mooc,2/16/16
course-v1:UPValenciaX+BI101x+2T2016,mooc,2/16/16
course-v1:UPValenciaX+BMA101x+2T2016,mooc,5/18/16
course-v1:UPValenciaX+BMA101x+T1_2016,mooc,1/5/16
course-v1:UPValenciaX+BMD101x+2016_T2,mooc,2/19/16
course-v1:UPValenciaX+BMI101x+T3_2016,mooc,1/26/16
course-v1:UPValenciaX+BMN101x+2T2016,mooc,5/18/16
course-v1:UPValenciaX+BMN101x+T1_2016,mooc,1/4/16
course-v1:UPValenciaX+BOL1201.x+2T2016,mooc,5/17/16
course-v1:UPValenciaX+BOL1201.x+T12016,mooc,12/17/15
course-v1:UPValenciaX+BSP101x+3T2015,mooc,5/26/15
course-v1:UPValenciaX+DC201x+1T2017,mooc,1/26/17
course-v1:UPValenciaX+DC201x+2T2016,mooc,5/18/16
course-v1:UPValenciaX+DC201x+T1_2016,mooc,1/19/16
course-v1:UPValenciaX+DMT201x+2T2016,mooc,2/19/16
course-v1:UPValenciaX+FCO201x+2T2016,mooc,2/16/16
course-v1:UPValenciaX+FFI101.1x+2T2016,mooc,2/19/16
course-v1:UPValenciaX+FFI101.2x+2T2016,mooc,3/1/16
course-v1:UPValenciaX+GM201x+1T2017,mooc,9/20/16
course-v1:UPValenciaX+GM201x+2T2016,mooc,2/16/16
course-v1:UPValenciaX+GP201x+1T2017,mooc,9/20/16
course-v1:UPValenciaX+GP201x+3T2015,mooc,5/6/15
course-v1:UPValenciaX+GP201x+3T2016,mooc,5/31/16
course-v1:UPValenciax+IGP101.x+2T2016,mooc,3/1/16
course-v1:UPValenciax+IGP101.x+T32015,mooc,10/6/15
course-v1:UPValenciaX+IQ101.1x+2016_T1,mooc,2/2/16
course-v1:UPValenciaX+IQ101.1x+2T2016,mooc,5/18/16
course-v1:UPValenciaX+IQ101.2x+1T2016,mooc,2/16/16
course-v1:UPValenciaX+IQ101.3x+2T2016,mooc,3/3/16
course-v1:UPValenciaX+ISC101.1x+1T2017,mooc,1/4/17
course-v1:UPValenciaX+ISC101.1x+3T2015,mooc,6/25/15
course-v1:UPValenciaX+ISC101.2x+1T2017,mooc,1/4/17
course-v1:UPValenciaX+ISC101.2x+3T2015,mooc,6/25/15
course-v1:UPValenciaX+ISC101.3x+1T2017,mooc,1/4/17
course-v1:UPValenciaX+ISC101.3x+3T2015,mooc,6/25/15
course-v1:UPValenciaX+ISC101.4x+1T2017,mooc,1/4/17
course-v1:UPValenciaX+ISC101.4x+3T2015,mooc,6/25/15
course-v1:UPValenciaX+ISC101.5x+1T2017,mooc,1/4/17
course-v1:UPValenciaX+ISC101.5x+3T2015,mooc,6/25/15
course-v1:UPValenciaX+LIDER201.3x+2T2017,mooc,9/20/16
course-v1:UPValenciaX+LIDER201.4x+2T2017,mooc,9/20/16
course-v1:UPValenciaX+RA201x+2T2016,mooc,2/16/16
course-v1:UPValenciaX+RDO301x+2016_T2,mooc,2/10/16
course-v1:UPValenciaX+RDO301x+3T2016,mooc,5/18/16
course-v1:UPValenciaX+S3D201x+1T2017,mooc,1/25/17
course-v1:UPValenciaX+SIC101.1x+3T2016,mooc,10/24/16
course-v1:UPValenciaX+TCCI201.x+2016_T3,mooc,6/21/16
course-v1:UPValenciaX+TE201x+2T2016,mooc,2/19/16
course-v1:UPValenciaX+TGV201x.1+2T2016,mooc,3/1/16
course-v1:UPValenciaX+TGV201x.1+3T2015,mooc,5/21/15
course-v1:UPValenciaX+TGV201x.2+2T2016,mooc,3/3/16
course-v1:UPValenciaX+TGV201x.2+3T2015,mooc,9/14/15
course-v1:UPValenciaX+UNY201.x+2T2016,mooc,5/18/16
course-v1:UPValenciaX+UNY201.x+T12016,mooc,12/22/15
course-v1:UPValenciaX+VF201x+2016_T2,mooc,2/23/16
course-v1:UPValenciaX+xls101x+1T2016,mooc,2/23/16
course-v1:UPValenciaX+XLS201x+3T2016,mooc,10/21/16
course-v1:UQx+ABLE101x+1T2016,mooc,2/18/16
course-v1:UQx+Able101x+1T2016,mooc,2/18/16
course-v1:UQx+Able101x+3T2016,mooc,11/9/16
course-v1:UQx+ABLE201x+2T2016,mooc,2/18/16
course-v1:UQx+ABLE201x+3T2016,mooc,11/9/16
course-v1:UQx+ABLE301x+2T2016,mooc,2/18/16
course-v1:UQx+ABLE301x+3T2016,mooc,11/9/16
course-v1:UQx+BIOIMG101x+1T2015,mooc,2/11/15
course-v1:UQx+BIOIMG101x+1T2016,mooc,3/15/16
course-v1:UQx+BIOIMG101x+2T2015,mooc,9/23/15
course-v1:UQx+BIOIMG101x+3T2016,mooc,10/20/16
course-v1:UQx+Carbon101x+4T2016,mooc,11/23/16
course-v1:UQx+Crime101x+1T2016,mooc,2/4/16
course-v1:UQx+Crime101x+2T2015,mooc,6/17/15
course-v1:UQx+Crime101x+3T2016,mooc,8/30/16
course-v1:UQx+Denial101x+2T2015,mooc,6/25/15
course-v1:UQx+Denial101x+2T2016,mooc,6/7/16
course-v1:UQx+Denial101x+3T2016,mooc,10/6/16
course-v1:UQx+Employ101x+1T2016,mooc,12/10/15
course-v1:UQx+Employ101x+1T2017,mooc,
course-v1:UQx+HYPERS301.x+1T2015,mooc,2/18/15
course-v1:UQx+Hypers301x+1T2016,mooc,2/5/16
course-v1:UQx+Hypers301x+3T2016,mooc,9/6/16
course-v1:UQx+IELTSx+3T2015,mooc,6/24/15
course-v1:UQx+IELTSx+3T2016,mooc,11/1/16
course-v1:UQx+LEARNx+1T2017,mooc,10/7/16
course-v1:UQx+LGDM1x+1T2017,mooc,9/20/16
course-v1:UQx+LGDM2x+1T2017,mooc,9/20/16
course-v1:UQx+LGDM3x+1T2017,mooc,9/20/16
course-v1:UQx+LGDM4x+1T2017,mooc,9/20/16
course-v1:UQx+META101x+1T2016,mooc,2/5/16
course-v1:UQx+META101x+1T2017,mooc,1/11/17
course-v1:UQx+META101x+3T2015,mooc,6/23/15
course-v1:UQx+QUERY101x+1T2016,mooc,3/4/16
course-v1:UQx+QUERY101x+1T2017,mooc,12/20/16
course-v1:UQx+Teams101x+1T2016,mooc,2/23/16
course-v1:UQx+Teams101x+1T2017,mooc,12/27/16
course-v1:UQx+Think101x+1T2016,mooc,2/22/16
course-v1:UQx+Think101x+2T2015,mooc,8/10/15
course-v1:UQx+Think101x+3T2016,mooc,8/30/16
course-v1:UQx+Tropic101+2T2015,mooc,2/25/15
course-v1:UQx+Tropic101+2T2016,mooc,3/21/16
course-v1:UQx+Tropic101+3T2015,mooc,11/20/15
course-v1:UQx+Tropic101x+1T2017,mooc,12/27/16
course-v1:UQx+World101x+1T2017,mooc,11/1/16
course-v1:UQx+World101x+2T2015,mooc,5/11/15
course-v1:UQx+World101x+2T2016,mooc,6/28/16
course-v1:UQx+Write101x+1T2016,mooc,2/3/16
course-v1:UQx+Write101x+1T2017,mooc,12/20/16
course-v1:UQx+Write101x+2T2015,mooc,5/29/15
course-v1:UQx+Write101x+2T2016,mooc,5/16/16
course-v1:UrFUx+ENGM1.1.x+3T2016,mooc,8/26/16
course-v1:USMx+GBH100x+3T2016,mooc,7/26/16
course-v1:UTArlingtonX+EdTech101x+1T2017,mooc,10/31/16
course-v1:UTArlingtonX+EdTech101x+2T2016,mooc,1/5/16
course-v1:UTArlingtonX+ENGR2.0x+2T2016,mooc,5/17/16
course-v1:UTArlingtonX+ENGR3.0x+2T2016,mooc,5/17/16
course-v1:UTAustinX+UT.4.10x+3T2015,mooc,6/25/15
course-v1:UTAustinX+UT.4.20x+3T2015,mooc,6/25/15
course-v1:UTAustinX+UT.5.03x+2T2015,mooc,5/6/15
course-v1:UTAustinX+UT.5.04x+3T2016,mooc,6/15/16
course-v1:UTAustinX+UT.5.05x+1T2017,mooc,12/6/16
course-v1:UTAustinX+UT.6.03x+1T2016,mooc,9/9/15
course-v1:UTAustinX+UT.6.10x+1T2017,mooc,1/27/17
course-v1:UTAustinX+UT.6.20x+T2017,mooc,1/27/17
course-v1:UTAustinX+UT.7.10x+1T2016,mooc,10/7/15
course-v1:UTAustinX+UT.7.11x+3T2016,mooc,7/20/16
course-v1:UTAustinX+UT.7.20x+1T2016,mooc,10/7/15
course-v1:UTAustinX+UT.7.21x+3T2016,mooc,7/20/16
course-v1:UTAustinX+UT.8.03x+1T2016,mooc,9/9/15
course-v1:UTAustinX+UT.9.10x+3T2016,mooc,6/20/16
course-v1:UTAustinX+UT.IITL.11.01x+3T2016,mooc,12/10/15
course-v1:UTAustinX+UT.IITL.11.02x+3T2016,mooc,8/18/16
course-v1:UTAustinX+UT.PQ.14.01x+1T2017,mooc,12/9/16
course-v1:UTAustinX+UT.PreC.10.02x+1T2016,mooc,9/9/15
course-v1:UTAustinX+UT.PreC.10.03x+3T2016,mooc,7/6/16
course-v1:UTAustinX+UT.RTBN.12.01x+3T2016,mooc,6/1/16
course-v1:UTAustinX+UT.WTCS.14.01x+1T2017,mooc,11/24/16
course-v1:UTAx+CSE1309x+2016T1,mooc,6/9/15
course-v1:UTennesseeX+BIRDS101.1x+1T2016,mooc,3/16/16
course-v1:UTennesseeX+BIRDS101.1x+3T2015,mooc,8/28/15
course-v1:UTennesseeX+ISEH2016x+3T2016,mooc,6/23/16
course-v1:UTHealthSPHx+IMAGINE99x+2T2016,mooc,4/22/16
course-v1:UTHealthSPHx+IMAGINE99x+3T2015,mooc,10/21/15
course-v1:UTHealthSPHx+IMAGINE99x+3T2016,mooc,10/28/16
course-v1:UTHealthSPHx+INOV101x+2T2015,mooc,4/20/15
course-v1:UTMBx+STAT101x+3T2016,mooc,7/29/16
course-v1:UTokyoX+UTokyo001x+2T2016,mooc,9/3/15
course-v1:UTokyoX+UTokyo001x+3T2016,mooc,4/21/16
course-v1:UTokyoX+UTokyo002x+2T2016,mooc,9/3/15
course-v1:UTokyoX+UTokyo002x+3T2016,mooc,4/21/16
course-v1:UTokyoX+UTokyo003x+1T2016,mooc,3/3/16
course-v1:UTokyoX+UTokyo003x+2015T2,mooc,2/20/15
course-v1:UTokyoX+UTokyo003x+3T2015,mooc,8/26/15
course-v1:UTokyoX+UTokyo004x+2T2016,mooc,2/8/16
course-v1:UTokyoX+UTokyo005x+3T2016,mooc,6/28/16
course-v1:UTPermianBasin+SOCI101x+2T2015,mooc,5/28/15
course-v1:UTPermianBasin+SOCI101x+3T2016,mooc,9/7/16
course-v1:UWashingtonX+ANTH378x+2T2015,mooc,4/24/15
course-v1:UWashingtonX+COMM220UWx_2+1T2015,mooc,2/11/15
course-v1:UWashingtonX+ECFS302x+1T2015,mooc,1/26/15
course-v1:UWashingtonX+ECFS311x+2T2015,mooc,4/29/15
course-v1:UWashingtonX+JSIS123x+1T2015,mooc,4/10/15
course-v1:VictoriaX+ICE101x+1T2017,mooc,12/14/16
course-v1:VJx+VJx_2+3T2016,mooc,7/7/16
course-v1:VJx+VJx_S+3T2015,mooc,10/29/15
course-v1:VJx+VJx+3T2015,mooc,8/6/15
course-v1:W3Cx+CSS.0x+1T2016,mooc,9/15/16
course-v1:W3Cx+HTML5.0x+1T2016,mooc,2/4/16
course-v1:W3Cx+HTML5.0x+2T_2016,mooc,7/5/16
course-v1:W3Cx+HTML5.1x+2T2016,mooc,2/4/16
course-v1:W3Cx+HTML5.1x+3T2016,mooc,7/20/16
course-v1:W3Cx+HTML5.1x+4T2015,mooc,8/13/15
course-v1:W3Cx+HTML5.2x+1T2016,mooc,2/4/16
course-v1:W3Cx+HTML5.2x+2T2016,mooc,8/3/16
course-v1:W3Cx+HTML5.2x+4T2015,mooc,9/28/15
course-v1:W3Cx+W3C-HTML5+2015T3,mooc,4/3/15
course-v1:WageningenX+AB101x+1T2017,mooc,12/15/16
course-v1:WageningenX+AB101x+3T2016,mooc,3/8/16
course-v1:WageningenX+BB01x+1T2017,mooc,9/20/16
course-v1:WageningenX+BB02x+1T2017,mooc,9/20/16
course-v1:WageningenX+BB03x+2T2017,mooc,9/20/16
course-v1:WageningenX+BB04x+3T2017,mooc,9/20/16
course-v1:WageningenX+BB05x+3T2017,mooc,9/20/16
course-v1:WageningenX+BB06x+3T2017,mooc,9/20/16
course-v1:WageningenX+FFESx+1T2017,mooc,1/24/17
course-v1:WageningenX+FFESx+2T2016,mooc,5/25/16
course-v1:WageningenX+FSSFAx+1T2017,mooc,10/21/16
course-v1:WageningenX+GFFCx+2T2015,mooc,5/27/15
course-v1:WageningenX+GFFCx+2T2016,mooc,5/25/16
course-v1:WageningenX+NUTR101x+2T2015,mooc,5/20/15
course-v1:WageningenX+NUTR101x+2T2016,mooc,5/2/16
course-v1:WageningenX+NUTR102x+1T2016,mooc,2/2/16
course-v1:WageningenX+NUTR102x+3T2015,mooc,5/20/15
course-v1:WageningenX+NUTR103+2T2016,mooc,11/23/15
course-v1:WageningenX+NUTR103+3T2016,mooc,10/21/16
course-v1:WageningenX+Soilx+1T2016,mooc,2/16/16
course-v1:WageningenX+Soilx+3T2016,mooc,10/14/16
course-v1:WasedaX+CosDis101x+1T2016,mooc,11/10/15
course-v1:WasedaX+JPC111x+3T2016,mooc,7/8/16
course-v1:WBGx+CE01x+1T2017,mooc,12/13/16
course-v1:WBGx+F4D01x+1T2017,mooc,12/22/16
course-v1:WBGx+KEE01x+3T2016,mooc,6/22/16
course-v1:WellesleyX+ANTH207x_2+2T2015,mooc,4/17/15
course-v1:WellesleyX+ANTH207x_3+3T-2015,mooc,9/3/15
course-v1:WellesleyX+Italian1x+1T2016,mooc,12/17/15
course-v1:WellesleyX+Italian2x+1T2016,mooc,12/17/15
course-v1:WellesleyX+Italian3x+1T2016,mooc,12/17/15
course-v1:WellesleyX+PFinan101x+1T2016,mooc,2/11/16
course-v1:WellesleyX+PFinan101x+3T2016,mooc,9/27/16
course-v1:WellesleyX+SHKSPR_01X+1T2016,mooc,3/28/16
course-v1:WellesleyX+SHKSPR_02X+2T2016,mooc,3/29/16
course-v1:WellesleyX+SOC101+2T2016,mooc,4/8/16
